SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,SEASON,SEASON_TYPE,PLAYER_ID,PLAYER_NAME
22024,1642264,0022400331,"Dec 05, 2024",SAS vs. CHI,L,23,2,9,0.222,0,2,0.0,8,10,0.8,0,2,2,6,2,1,1,0,12,-12,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400337,"Dec 06, 2024",SAS vs. SAC,L,29,5,15,0.333,2,7,0.286,3,4,0.75,1,2,3,5,3,0,2,2,15,-15,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400354,"Dec 08, 2024",SAS vs. NOP,W,34,8,15,0.533,2,5,0.4,4,5,0.8,1,4,5,4,1,0,4,2,22,-8,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401218,"Dec 15, 2024",SAS vs. MIN,L,23,1,8,0.125,0,3,0.0,0,0,0.0,0,2,2,5,0,0,3,1,2,-23,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400370,"Dec 19, 2024",SAS vs. ATL,W,21,3,10,0.3,0,2,0.0,1,2,0.5,0,1,1,3,1,0,1,2,7,-16,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400386,"Dec 21, 2024",SAS vs. POR,W,20,4,10,0.4,0,2,0.0,0,0,0.0,0,4,4,5,1,0,2,2,8,19,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400394,"Dec 23, 2024",SAS @ PHI,L,13,7,9,0.778,1,2,0.5,2,2,1.0,0,3,3,1,1,0,2,4,17,-3,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400405,"Dec 25, 2024",SAS @ NYK,L,17,2,7,0.286,0,1,0.0,2,4,0.5,0,2,2,3,0,0,0,1,6,-4,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400421,"Dec 27, 2024",SAS @ BKN,W,19,2,7,0.286,1,2,0.5,1,4,0.25,1,1,2,1,1,0,2,1,6,-4,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400441,"Dec 29, 2024",SAS @ MIN,L,8,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,4,1,0,-12,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400451,"Dec 31, 2024",SAS vs. LAC,W,23,5,8,0.625,0,3,0.0,5,6,0.833,0,4,4,4,1,1,1,2,15,18,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400475,"Jan 03, 2025",SAS @ DEN,W,24,3,8,0.375,1,4,0.25,1,2,0.5,1,2,3,4,0,0,1,2,8,18,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400484,"Jan 04, 2025",SAS vs. DEN,L,16,4,10,0.4,1,4,0.25,1,1,1.0,0,1,1,3,0,0,0,1,10,-4,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400498,"Jan 06, 2025",SAS @ CHI,L,19,4,9,0.444,1,2,0.5,1,2,0.5,1,0,1,6,1,0,2,3,10,3,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400516,"Jan 08, 2025",SAS @ MIL,L,25,2,12,0.167,0,5,0.0,1,2,0.5,0,0,0,5,0,0,1,1,5,3,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400552,"Jan 13, 2025",SAS @ LAL,W,36,10,16,0.625,1,4,0.25,2,4,0.5,1,3,4,1,2,0,2,1,23,10,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400567,"Jan 15, 2025",SAS vs. MEM,L,33,9,21,0.429,2,9,0.222,6,7,0.857,3,0,3,4,0,0,1,3,26,-14,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400582,"Jan 17, 2025",SAS vs. MEM,L,25,7,11,0.636,1,3,0.333,5,7,0.714,0,4,4,4,1,0,3,3,20,-4,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400592,"Jan 19, 2025",SAS @ MIA,L,27,4,8,0.5,1,1,1.0,2,2,1.0,4,0,4,1,0,0,4,1,11,-13,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400621,"Jan 23, 2025",SAS @ IND,W,24,3,9,0.333,1,3,0.333,2,2,1.0,0,0,0,3,0,0,5,1,9,12,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400633,"Jan 25, 2025",SAS vs. IND,L,32,7,20,0.35,1,4,0.25,2,3,0.667,4,2,6,6,1,0,2,1,17,-6,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400671,"Jan 29, 2025",SAS vs. LAC,L,33,8,15,0.533,2,7,0.286,2,2,1.0,1,2,3,0,2,0,1,2,20,-15,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400684,"Jan 31, 2025",SAS vs. MIL,W,30,5,14,0.357,3,6,0.5,7,10,0.7,2,6,8,6,0,0,0,1,20,12,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400693,"Feb 01, 2025",SAS vs. MIA,L,23,4,10,0.4,2,4,0.5,0,0,0.0,0,6,6,6,2,0,2,6,10,9,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400703,"Feb 03, 2025",SAS @ MEM,L,28,9,17,0.529,2,5,0.4,1,3,0.333,1,5,6,5,1,0,5,2,21,-5,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400719,"Feb 05, 2025",SAS @ ATL,W,20,3,9,0.333,0,2,0.0,5,6,0.833,0,2,2,3,1,1,3,2,11,3,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400734,"Feb 07, 2025",SAS @ CHA,L,31,10,15,0.667,3,5,0.6,10,11,0.909,1,3,4,2,0,0,4,2,33,7,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400743,"Feb 08, 2025",SAS @ ORL,L,29,5,12,0.417,0,1,0.0,5,7,0.714,1,2,3,2,1,1,0,0,15,-4,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400757,"Feb 10, 2025",SAS @ WAS,W,20,7,9,0.778,2,3,0.667,0,0,0.0,1,0,1,2,3,1,1,1,16,-12,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400769,"Feb 12, 2025",SAS @ BOS,L,24,7,16,0.438,2,6,0.333,4,4,1.0,1,3,4,3,2,0,1,1,20,-9,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400795,"Feb 20, 2025",SAS vs. PHX,W,26,4,12,0.333,0,3,0.0,2,4,0.5,2,8,10,2,3,0,2,1,10,5,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400802,"Feb 21, 2025",SAS vs. DET,L,13,4,9,0.444,0,1,0.0,4,5,0.8,1,2,3,1,2,0,2,2,12,-10,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400818,"Feb 23, 2025",SAS @ NOP,L,22,1,10,0.1,0,3,0.0,0,0,0.0,0,0,0,2,0,0,2,2,2,5,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400833,"Feb 25, 2025",SAS @ NOP,L,12,1,4,0.25,1,2,0.5,1,2,0.5,0,4,4,0,0,0,3,4,4,-16,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400844,"Feb 26, 2025",SAS @ HOU,L,30,9,22,0.409,1,7,0.143,3,4,0.75,4,3,7,5,3,0,0,2,22,1,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400863,"Mar 01, 2025",SAS @ MEM,W,32,8,16,0.5,2,6,0.333,6,6,1.0,0,3,3,7,1,0,1,4,24,13,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400871,"Mar 02, 2025",SAS vs. OKC,L,32,12,21,0.571,4,10,0.4,4,7,0.571,4,4,8,3,0,0,4,2,32,0,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400888,"Mar 04, 2025",SAS vs. BKN,W,27,8,15,0.533,1,5,0.2,0,4,0.0,2,2,4,6,2,0,3,1,17,-2,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400910,"Mar 07, 2025",SAS @ SAC,L,26,10,17,0.588,2,5,0.4,3,3,1.0,2,0,2,3,0,0,1,6,25,-8,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400925,"Mar 09, 2025",SAS @ MIN,L,28,7,15,0.467,0,2,0.0,6,9,0.667,4,3,7,4,1,0,0,2,20,-13,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400937,"Mar 10, 2025",SAS vs. DAL,L,30,4,12,0.333,2,7,0.286,4,8,0.5,1,4,5,6,2,0,2,5,14,-13,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400951,"Mar 12, 2025",SAS vs. DAL,W,27,3,7,0.429,1,3,0.333,1,1,1.0,0,2,2,1,1,0,4,4,8,-8,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400964,"Mar 14, 2025",SAS vs. CHA,L,29,10,17,0.588,3,7,0.429,3,4,0.75,1,2,3,1,1,1,4,2,26,-16,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400973,"Mar 15, 2025",SAS vs. NOP,W,36,5,15,0.333,0,5,0.0,7,8,0.875,0,1,1,7,1,0,3,4,17,-24,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400537,"Mar 17, 2025",SAS @ LAL,L,28,8,19,0.421,3,6,0.5,4,6,0.667,2,6,8,3,0,0,2,5,23,-8,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401003,"Mar 19, 2025",SAS vs. NYK,W,27,8,16,0.5,2,4,0.5,4,6,0.667,0,3,3,3,1,1,3,2,22,2,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401018,"Mar 21, 2025",SAS vs. PHI,W,35,6,14,0.429,0,3,0.0,5,5,1.0,1,4,5,14,3,1,3,0,17,20,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401033,"Mar 23, 2025",SAS @ TOR,W,20,3,8,0.375,1,3,0.333,8,10,0.8,1,4,5,1,1,1,4,2,15,3,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401046,"Mar 25, 2025",SAS @ DET,L,30,7,15,0.467,1,4,0.25,4,6,0.667,0,2,2,4,1,0,2,1,19,-7,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401059,"Mar 27, 2025",SAS @ CLE,L,32,9,23,0.391,2,5,0.4,2,6,0.333,7,4,11,8,1,0,3,4,22,-1,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401080,"Mar 29, 2025",SAS vs. BOS,L,30,7,18,0.389,1,7,0.143,7,10,0.7,0,2,2,8,1,0,0,2,22,-11,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401086,"Mar 30, 2025",SAS vs. GSW,L,22,3,11,0.273,1,4,0.25,2,3,0.667,1,2,3,2,0,0,4,2,9,-25,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022400988,"Apr 01, 2025",SAS vs. ORL,L,35,6,13,0.462,1,2,0.5,3,3,1.0,4,4,8,6,0,1,7,3,16,-22,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401110,"Apr 02, 2025",SAS @ DEN,W,33,6,18,0.333,2,6,0.333,1,2,0.5,5,10,15,9,0,0,1,2,15,-3,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401124,"Apr 04, 2025",SAS vs. CLE,L,33,8,16,0.5,1,6,0.167,5,6,0.833,1,8,9,11,1,0,3,1,22,-2,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401139,"Apr 06, 2025",SAS @ POR,L,31,7,17,0.412,1,5,0.2,7,9,0.778,2,5,7,5,1,0,4,3,22,-8,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401155,"Apr 08, 2025",SAS @ LAC,L,32,5,7,0.714,1,2,0.5,8,12,0.667,0,1,1,8,0,2,4,2,19,-20,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401163,"Apr 09, 2025",SAS @ GSW,W,35,8,15,0.533,1,5,0.2,4,7,0.571,1,2,3,5,2,1,2,4,21,-15,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401182,"Apr 11, 2025",SAS @ PHX,L,31,6,10,0.6,2,5,0.4,2,2,1.0,0,4,4,10,1,0,2,0,16,-11,1,2024-25,Regular Season,1642264,Stephon Castle
22024,1642264,0022401197,"Apr 13, 2025",SAS vs. TOR,W,37,5,16,0.313,1,3,0.333,9,9,1.0,1,7,8,6,0,0,4,2,20,2,1,2024-25,Regular Season,1642264,Stephon Castle
22025,1642264,0022500004,"Oct 22, 2025",SAS @ DAL,W,29,8,12,0.667,1,3,0.333,5,10,0.5,2,5,7,6,2,0,5,2,22,24,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500095,"Oct 24, 2025",SAS @ NOP,W,33,5,12,0.417,3,8,0.375,3,6,0.5,0,6,6,6,1,1,10,3,16,-6,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500105,"Oct 26, 2025",SAS vs. BKN,W,30,5,10,0.5,0,2,0.0,3,5,0.6,2,4,6,3,0,0,5,4,13,-7,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500118,"Oct 27, 2025",SAS vs. TOR,W,31,6,12,0.5,1,4,0.25,9,14,0.643,2,3,5,4,2,0,5,1,22,17,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500141,"Oct 30, 2025",SAS vs. MIA,W,35,7,12,0.583,2,4,0.5,5,7,0.714,1,5,6,8,4,1,2,4,21,9,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500154,"Nov 02, 2025",SAS @ PHX,L,34,10,16,0.625,2,5,0.4,4,4,1.0,2,5,7,5,2,1,2,5,26,-15,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500179,"Nov 05, 2025",SAS @ LAL,L,37,3,11,0.273,1,5,0.2,9,11,0.818,0,5,5,8,3,0,6,4,16,7,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500032,"Nov 07, 2025",SAS vs. HOU,W,36,5,12,0.417,0,4,0.0,4,5,0.8,2,4,6,13,2,1,5,3,14,25,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500188,"Nov 08, 2025",SAS vs. NOP,W,35,6,14,0.429,0,6,0.0,4,4,1.0,3,1,4,13,1,0,2,6,16,-4,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500202,"Nov 10, 2025",SAS @ CHI,W,32,8,18,0.444,1,3,0.333,2,2,1.0,1,4,5,11,3,0,1,3,19,15,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500220,"Nov 12, 2025",SAS vs. GSW,L,31,9,16,0.563,0,3,0.0,5,7,0.714,3,7,10,10,0,0,2,5,23,8,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500047,"Nov 14, 2025",SAS vs. GSW,L,36,4,6,0.667,0,1,0.0,5,8,0.625,2,7,9,6,1,1,4,5,13,-10,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500234,"Nov 16, 2025",SAS vs. SAC,W,16,1,4,0.25,1,2,0.5,1,2,0.5,0,0,0,5,1,0,3,2,4,-3,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500366,"Dec 08, 2025",SAS @ NOP,W,23,5,15,0.333,1,2,0.5,7,8,0.875,3,2,5,5,0,0,3,4,18,-2,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022501204,"Dec 10, 2025",SAS @ LAL,W,27,10,14,0.714,3,6,0.5,7,9,0.778,1,9,10,6,0,0,4,4,30,16,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022501230,"Dec 13, 2025",SAS @ OKC,W,34,9,16,0.563,2,5,0.4,2,2,1.0,1,5,6,2,0,0,6,4,22,-7,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500370,"Dec 18, 2025",SAS vs. WAS,W,25,7,11,0.636,1,5,0.2,2,4,0.5,0,2,2,7,0,1,3,1,17,15,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500383,"Dec 19, 2025",SAS @ ATL,W,24,7,10,0.7,1,3,0.333,2,3,0.667,0,2,2,7,0,1,3,0,17,26,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500399,"Dec 21, 2025",SAS @ WAS,W,32,4,16,0.25,1,5,0.2,9,13,0.692,1,4,5,11,3,0,2,2,18,2,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500417,"Dec 23, 2025",SAS vs. OKC,W,28,7,12,0.583,4,6,0.667,6,6,1.0,0,0,0,3,1,0,2,4,24,12,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500010,"Dec 25, 2025",SAS @ OKC,W,32,8,11,0.727,0,2,0.0,3,5,0.6,2,2,4,7,1,0,4,4,19,7,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500440,"Dec 27, 2025",SAS vs. UTA,L,33,8,19,0.421,1,8,0.125,3,3,1.0,0,2,2,7,2,0,4,5,20,-30,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500456,"Dec 29, 2025",SAS vs. CLE,L,34,5,13,0.385,0,3,0.0,5,6,0.833,0,4,4,8,1,0,5,5,15,-17,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500467,"Dec 31, 2025",SAS vs. NYK,W,27,1,9,0.111,0,3,0.0,3,6,0.5,0,2,2,7,0,0,3,3,5,0,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500476,"Jan 02, 2026",SAS @ IND,W,33,6,17,0.353,1,3,0.333,6,7,0.857,1,7,8,8,2,0,3,4,19,11,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500490,"Jan 03, 2026",SAS vs. POR,L,37,5,11,0.455,0,1,0.0,6,7,0.857,1,4,5,9,1,0,2,4,16,-4,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500512,"Jan 06, 2026",SAS @ MEM,L,28,5,14,0.357,2,4,0.5,3,4,0.75,2,6,8,4,2,0,5,6,15,-3,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500523,"Jan 07, 2026",SAS vs. LAL,W,29,6,10,0.6,0,2,0.0,3,3,1.0,0,5,5,4,2,1,2,5,15,9,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500545,"Jan 10, 2026",SAS @ BOS,W,27,3,16,0.188,1,7,0.143,2,5,0.4,1,1,2,5,2,0,2,0,9,-7,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500552,"Jan 11, 2026",SAS @ MIN,L,35,2,11,0.182,0,1,0.0,7,10,0.7,1,5,6,5,0,0,7,4,11,1,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500568,"Jan 13, 2026",SAS @ OKC,L,36,6,13,0.462,3,5,0.6,5,7,0.714,0,7,7,8,1,0,5,3,20,-14,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500582,"Jan 15, 2026",SAS vs. MIL,W,26,6,9,0.667,1,2,0.5,6,6,1.0,1,0,1,10,0,0,0,2,19,36,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500598,"Jan 17, 2026",SAS vs. MIN,W,28,2,8,0.25,2,4,0.5,2,6,0.333,1,5,6,9,3,0,2,6,8,6,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500611,"Jan 19, 2026",SAS vs. UTA,W,31,5,9,0.556,1,4,0.25,7,10,0.7,0,2,2,8,0,1,4,4,18,-6,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500615,"Jan 20, 2026",SAS @ HOU,L,35,5,19,0.263,2,8,0.25,1,1,1.0,4,3,7,8,1,1,3,2,13,-12,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500632,"Jan 22, 2026",SAS @ UTA,W,38,4,12,0.333,1,3,0.333,7,10,0.7,2,4,6,8,2,0,1,2,16,18,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500654,"Jan 25, 2026",SAS vs. NOP,L,29,1,6,0.167,0,2,0.0,3,4,0.75,1,3,4,5,1,0,2,2,5,-19,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500679,"Jan 28, 2026",SAS @ HOU,W,33,7,12,0.583,1,2,0.5,1,3,0.333,1,4,5,6,2,0,2,3,16,3,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500697,"Jan 31, 2026",SAS @ CHA,L,35,5,11,0.455,1,2,0.5,5,6,0.833,2,3,5,9,0,1,3,4,16,4,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500730,"Feb 04, 2026",SAS vs. OKC,W,26,6,14,0.429,0,3,0.0,2,2,1.0,1,2,3,4,3,2,3,5,14,-4,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500738,"Feb 05, 2026",SAS @ DAL,W,22,8,13,0.615,1,3,0.333,1,1,1.0,2,5,7,6,3,0,3,1,18,27,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500749,"Feb 07, 2026",SAS vs. DAL,W,32,15,19,0.789,3,5,0.6,7,10,0.7,2,10,12,12,3,1,6,2,40,30,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500774,"Feb 10, 2026",SAS @ LAL,W,12,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,7,0,1,1,2,2,8,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500788,"Feb 11, 2026",SAS @ GSW,W,21,4,12,0.333,0,1,0.0,2,3,0.667,4,1,5,4,0,0,3,4,10,-17,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500798,"Feb 19, 2026",SAS vs. PHX,W,21,8,11,0.727,2,4,0.5,2,2,1.0,1,1,2,4,3,0,2,5,20,22,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500815,"Feb 21, 2026",SAS vs. SAC,W,25,6,9,0.667,0,1,0.0,6,8,0.75,3,5,8,3,0,1,2,2,18,0,1,2025-26,Regular Season,1642264,Stephon Castle
22025,1642264,0022500828,"Feb 23, 2026",SAS @ DET,W,30,7,16,0.438,1,1,1.0,1,3,0.333,0,4,4,11,1,1,4,2,16,5,1,2025-26,Regular Season,1642264,Stephon Castle
